company_names,cars_names,engines,cc_battery_capacity,horsepower,total_speed,cars_prices,fuel_types,seats,torque,engine_cc,battery_kwh,has_battery,has_engine,vehicle_type,acceleration_0_100
Chevrolet,Tahoe,5.3L V8 Gasoline,5300 cc,355.0,200.0,56995.0,Petrol,7,519.0,5300.0,0.0,0,1,ICE,7.5
Chevrolet,Suburban,5.3L V8 Gasoline,5300 cc,355.0,190.0,59900.0,Petrol,8,519.0,5300.0,0.0,0,1,ICE,7.6
Chevrolet,Colorado,2.7L Turbo Inline-4 Gasoline,2700 cc,310.0,190.0,30695.0,Petrol,5,583.0,2700.0,0.0,0,1,ICE,6.8
Chevrolet,Silverado 1500,5.3L V8 Gasoline,5300 cc,355.0,180.0,42795.0,Petrol,6,519.0,5300.0,0.0,0,1,ICE,7.0
Chevrolet,Silverado 2500HD,6.6L V8 Gasoline,6600 cc,401.0,170.0,41500.0,Petrol,6,629.0,6600.0,0.0,0,1,ICE,8.0
Chevrolet,Silverado 3500HD,6.6L V8 Diesel,6600 cc,445.0,160.0,45500.0,Diesel,6,1234.0,6600.0,0.0,0,1,ICE,8.5
Chevrolet,Bolt EV,Single Electric Motor,66 kWh,200.0,150.0,27495.0,Electric,5,360.0,0.0,0.0,0,0,Unknown,6.5
Chevrolet,Bolt EUV,Single Electric Motor,66 kWh,200.0,150.0,28795.0,Electric,5,360.0,0.0,0.0,0,0,Unknown,7.0
Chevrolet,Trailblazer,1.3L Turbo Inline-3 Gasoline,1300 cc,155.0,200.0,23100.0,Petrol,5,236.0,1300.0,0.0,0,1,ICE,9.4
Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,2000 cc,250.0,240.0,33500.0,Petrol,5,353.0,2000.0,0.0,0,1,ICE,5.8
Chevrolet,Camaro ZL1,6.2L Supercharged V8 Gasoline,6200 cc,650.0,318.0,67300.0,Petrol,4,881.0,6200.0,0.0,0,1,ICE,3.5
Chevrolet,Corvette Stingray,6.2L V8 Gasoline,6200 cc,495.0,312.0,65895.0,Petrol,2,637.0,6200.0,0.0,0,1,ICE,3.0
Chevrolet,Silverado 1500 High Country,5.3L V8 Gasoline,5300 cc,355.0,180.0,61595.0,Petrol,6,519.0,5300.0,0.0,0,1,ICE,7.0
Chevrolet,Silverado 1500 Trail Boss,5.3L V8 Gasoline,5300 cc,355.0,180.0,55895.0,Petrol,6,519.0,5300.0,0.0,0,1,ICE,7.0
Chevrolet,Silverado 1500 RST,5.3L V8 Gasoline,5300 cc,355.0,180.0,50895.0,Petrol,6,519.0,5300.0,0.0,0,1,ICE,7.1
Chevrolet,Colorado ZR2,2.8L Turbo Diesel I4,2800 cc,181.0,160.0,48295.0,Diesel,5,500.0,2800.0,0.0,0,1,ICE,9.1
Chevrolet,Traverse Premier,3.6L V6 Gasoline,3600 cc,310.0,210.0,46600.0,Petrol,7,360.0,3600.0,0.0,0,1,ICE,7.0
Chevrolet,Equinox Premier,1.5L Turbo Inline-4 Gasoline,1500 cc,170.0,200.0,33400.0,Petrol,5,275.0,1500.0,0.0,0,1,ICE,8.8
Chevrolet,Blazer RS,3.6L V6 Gasoline,3600 cc,308.0,220.0,48900.0,Petrol,5,366.0,3600.0,0.0,0,1,ICE,6.6
Chevrolet,Bolt EV 2LT,Single Electric Motor,66 kWh,200.0,150.0,28795.0,Electric,5,360.0,0.0,0.0,0,0,Unknown,6.7
Chevrolet,Camaro SS,6.2L V8 Gasoline,6200 cc,455.0,290.0,43500.0,Petrol,4,617.0,6200.0,0.0,0,1,ICE,4.3
Chevrolet,Corvette Grand Sport,6.2L V8 Gasoline,6200 cc,460.0,290.0,65900.0,Petrol,2,630.0,6200.0,0.0,0,1,ICE,3.9
Chevrolet,Traverse RS,3.6L V6 Gasoline,3600 cc,310.0,210.0,43700.0,Petrol,7,360.0,3600.0,0.0,0,1,ICE,7.0
Chevrolet,Blazer Premier,3.6L V6 Gasoline,3600 cc,308.0,220.0,45000.0,Petrol,5,366.0,3600.0,0.0,0,1,ICE,6.6
Chevrolet,Malibu LT,1.5L Turbo Inline-4 Gasoline,1500 cc,160.0,210.0,25800.0,Petrol,5,250.0,1500.0,0.0,0,1,ICE,8.5
Chevrolet,Spark Activ,1.4L Inline-4 Gasoline,1400 cc,98.0,180.0,17595.0,Petrol,5,127.0,1400.0,0.0,0,1,ICE,11.0
Chevrolet,Trax LT,1.2L Turbo Inline-3 Gasoline,1200 cc,137.0,200.0,24100.0,Petrol,5,220.0,1200.0,0.0,0,1,ICE,9.2
Chevrolet,Equinox LT,1.5L Turbo Inline-4 Gasoline,1500 cc,170.0,200.0,28400.0,Petrol,5,275.0,1500.0,0.0,0,1,ICE,8.9
Chevrolet,Silverado 3500HD High Country,6.6L V8 Diesel,6600 cc,445.0,160.0,75700.0,Diesel,6,1234.0,6600.0,0.0,0,1,ICE,8.5
Chevrolet,Colorado WT,2.7L Turbo Inline-4 Gasoline,2700 cc,310.0,190.0,29200.0,Petrol,5,583.0,2700.0,0.0,0,1,ICE,6.9
Chevrolet,Suburban High Country,6.2L V8 Gasoline,6200 cc,420.0,200.0,82400.0,Petrol,8,624.0,6200.0,0.0,0,1,ICE,7.0
Chevrolet,Silverado Custom,4.3L V6 Gasoline,4300 cc,285.0,180.0,33900.0,Petrol,6,413.0,4300.0,0.0,0,1,ICE,8.5
Chevrolet,Spark LS,1.4L Inline-4 Gasoline,1400 cc,98.0,180.0,14395.0,Petrol,5,127.0,1400.0,0.0,0,1,ICE,10.9
Chevrolet,Traverse LT,3.6L V6 Gasoline,3600 cc,310.0,210.0,37200.0,Petrol,7,360.0,3600.0,0.0,0,1,ICE,7.1
Chevrolet,Blazer LT,2.5L Inline-4 Gasoline,2500 cc,193.0,200.0,36100.0,Petrol,5,255.0,2500.0,0.0,0,1,ICE,9.0
Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,2000 cc,250.0,240.0,34500.0,Petrol,5,353.0,2000.0,0.0,0,1,ICE,5.8
Chevrolet,Equinox RS,1.5L Turbo Inline-4 Gasoline,1500 cc,170.0,200.0,31900.0,Petrol,5,275.0,1500.0,0.0,0,1,ICE,8.8
Chevrolet,Silverado 1500 Custom,4.3L V6 Gasoline,4300 cc,285.0,180.0,34900.0,Petrol,6,413.0,4300.0,0.0,0,1,ICE,8.6
Chevrolet,Silverado 2500HD LTZ,6.6L V8 Diesel,6600 cc,445.0,160.0,56400.0,Diesel,6,1234.0,6600.0,0.0,0,1,ICE,8.4
Chevrolet,Tahoe RST,5.3L V8 Gasoline,5300 cc,355.0,180.0,64100.0,Petrol,7,519.0,5300.0,0.0,0,1,ICE,7.4
Chevrolet,Suburban LT,5.3L V8 Gasoline,5300 cc,355.0,180.0,64400.0,Petrol,8,519.0,5300.0,0.0,0,1,ICE,5.1
Chevrolet,Bolt EV Premier,Single Electric Motor,66 kWh,200.0,150.0,31700.0,Electric,5,360.0,0.0,0.0,0,0,Unknown,6.5
Chevrolet,Tahoe LS,5.3L V8 Gasoline,5300 cc,355.0,180.0,56995.0,Petrol,8,519.0,5300.0,0.0,0,1,ICE,7.5
Chevrolet,Tahoe LT,5.3L V8 Gasoline,5300 cc,355.0,180.0,62495.0,Petrol,8,519.0,5300.0,0.0,0,1,ICE,7.4
Chevrolet,Tahoe Z71,5.3L V8 Gasoline,5300 cc,355.0,180.0,66700.0,Petrol,7,519.0,5300.0,0.0,0,1,ICE,7.6
Chevrolet,Tahoe Premier,6.2L V8 Gasoline,6200 cc,420.0,200.0,71600.0,Petrol,7,624.0,6200.0,0.0,0,1,ICE,6.8
Chevrolet,Tahoe High Country,6.2L V8 Gasoline,6200 cc,420.0,200.0,76700.0,Petrol,7,624.0,6200.0,0.0,0,1,ICE,6.7
Chevrolet,Tahoe Midnight Edition,5.3L V8 Gasoline,5300 cc,355.0,180.0,65500.0,Petrol,8,519.0,5300.0,0.0,0,1,ICE,7.5
Chevrolet,Tahoe Sport Edition,6.2L V8 Gasoline,6200 cc,420.0,200.0,70000.0,Petrol,7,624.0,6200.0,0.0,0,1,ICE,6.8
GMC,Terrain,1.5L Turbo 4-cylinder,1500 cc,175.0,190.0,29900.0,Petrol,5,275.0,1500.0,0.0,0,1,ICE,9.5
GMC,Acadia,2.0L Turbo 4-cylinder,2000 cc,228.0,200.0,36800.0,Petrol,7,350.0,2000.0,0.0,0,1,ICE,7.8
GMC,Yukon,5.3L V8 Gasoline,5300 cc,355.0,180.0,57400.0,Petrol,8,519.0,5300.0,0.0,0,1,ICE,7.4
GMC,Yukon XL,6.2L V8 Gasoline,6200 cc,420.0,200.0,61100.0,Petrol,8,624.0,6200.0,0.0,0,1,ICE,6.9
GMC,Canyon,2.7L Turbo 4-cylinder,2700 cc,310.0,190.0,36900.0,Petrol,5,583.0,2700.0,0.0,0,1,ICE,7.6
GMC,Sierra 1500,5.3L V8 Gasoline,5300 cc,355.0,180.0,37100.0,Petrol,6,519.0,5300.0,0.0,0,1,ICE,7.3
GMC,Sierra 2500HD,6.6L V8 Diesel,6600 cc,401.0,175.0,43900.0,Diesel,6,629.0,6600.0,0.0,0,1,ICE,7.5
GMC,Sierra 3500HD,6.6L V8 Diesel,6600 cc,445.0,175.0,49000.0,Diesel,6,1234.0,6600.0,0.0,0,1,ICE,7.4
GMC,Hummer EV Pickup,Dual-Motor Electric,212 kWh,625.0,170.0,108700.0,Electric,5,370.0,0.0,0.0,0,0,Unknown,3.0
GMC,Hummer EV SUV,Dual-Motor Electric,212 kWh,625.0,170.0,105600.0,Electric,5,370.0,0.0,0.0,0,0,Unknown,3.5
GMC,Yukon Denali,6.2L V8 Gasoline,6200 cc,420.0,200.0,72800.0,Petrol,8,624.0,6200.0,0.0,0,1,ICE,6.8
GMC,Sierra Denali,6.2L V8 Gasoline,6200 cc,420.0,190.0,66800.0,Petrol,6,624.0,6200.0,0.0,0,1,ICE,6.7
GMC,Terrain AT4,1.5L Turbo 4-cylinder,1500 cc,175.0,190.0,36500.0,Petrol,5,275.0,1500.0,0.0,0,1,ICE,9.6
GMC,Acadia AT4,3.6L V6 Gasoline,3600 cc,310.0,210.0,41400.0,Petrol,6,366.0,3600.0,0.0,0,1,ICE,7.6
GMC,Sierra 1500 AT4,5.3L V8 Gasoline,5300 cc,355.0,180.0,53800.0,Petrol,6,519.0,5300.0,0.0,0,1,ICE,7.4
GMC,Sierra 2500HD Denali,6.6L V8 Diesel,6600 cc,401.0,175.0,72200.0,Diesel,6,1234.0,6600.0,0.0,0,1,ICE,7.5
GMC,Sierra Elevation,2.7L Turbo 4-cylinder,2700 cc,310.0,190.0,45000.0,Petrol,5,583.0,2700.0,0.0,0,1,ICE,7.6
GMC,Canyon AT4,2.7L Turbo 4-cylinder,2700 cc,310.0,190.0,43900.0,Petrol,5,583.0,2700.0,0.0,0,1,ICE,7.5
GMC,Canyon Denali,2.7L Turbo 4-cylinder,2700 cc,310.0,190.0,48000.0,Petrol,5,583.0,2700.0,0.0,0,1,ICE,7.5
GMC,Yukon XL Denali Ultimate,6.2L V8 Gasoline,6200 cc,420.0,200.0,93800.0,Petrol,8,624.0,6200.0,0.0,0,1,ICE,6.7
GMC,Terrain Denali,1.5L Turbo 4-cylinder,1500 cc,175.0,190.0,38600.0,Petrol,5,275.0,1500.0,0.0,0,1,ICE,9.5
GMC,Acadia Denali,3.6L V6 engine,"3,564 cc",310.0,210.0,54300.0,Petrol,7,366.0,3564.0,0.0,0,1,ICE,6.5
GMC,Yukon AT4,5.3L V8 engine,"5,327 cc",355.0,210.0,71505.0,Petrol,8,519.0,5327.0,0.0,0,1,ICE,7.1
GMC,Yukon XL AT4,5.3L V8 engine,"5,327 cc",355.0,210.0,73305.0,Petrol,8,519.0,5327.0,0.0,0,1,ICE,7.3
GMC,Sierra 1500 Elevation,2.7L Turbo engine,"2,713 cc",310.0,180.0,52000.0,Petrol,5,569.0,2713.0,0.0,0,1,ICE,7.0
GMC,Sierra 1500 SLT,5.3L V8 engine,"5,327 cc",355.0,180.0,56000.0,Petrol,5,519.0,5327.0,0.0,0,1,ICE,6.8
GMC,Sierra 2500HD AT4,6.6L V8 engine,"6,600 cc",401.0,170.0,70000.0,Petrol,5,629.0,6600.0,0.0,0,1,ICE,7.5
GMC,Sierra 3500HD AT4,6.6L V8 engine,"6,600 cc",401.0,170.0,72000.0,Petrol,5,629.0,6600.0,0.0,0,1,ICE,7.7
GMC,Canyon Elevation,2.5L I4 engine,"2,488 cc",200.0,175.0,36300.0,Petrol,5,259.0,2488.0,0.0,0,1,ICE,8.5
GMC,Canyon Denali Black Edition,3.6L V6 engine,"3,564 cc",308.0,180.0,44000.0,Petrol,5,373.0,3564.0,0.0,0,1,ICE,6.9
GMC,Sierra 1500 Denali Ultimate,6.2L V8 engine,"6,162 cc",420.0,200.0,80000.0,Petrol,5,624.0,6162.0,0.0,0,1,ICE,5.8
GMC,Yukon XL Denali Reserve,6.2L V8 engine,"6,162 cc",420.0,210.0,82000.0,Petrol,7,624.0,6162.0,0.0,0,1,ICE,6.0
GMC,Terrain Elevation Edition,1.5L Turbocharged I4 engine,"1,490 cc",170.0,200.0,28700.0,Petrol,5,275.0,1490.0,0.0,0,1,ICE,9.3
GMC,Acadia Black Edition,3.6L V6 engine,"3,564 cc",310.0,210.0,45000.0,Petrol,7,366.0,3564.0,0.0,0,1,ICE,6.5
GMC,Hummer EV SUV Edition 1,"Electric motors with up to 11,500 lb-ft torque",200 kWh,830.0,170.0,96550.0,Electric,5,15590.0,0.0,0.0,0,0,Unknown,3.5
GMC,Hummer EV Pickup Edition 1,"Electric motors with up to 11,500 lb-ft torque",200 kWh,1000.0,170.0,96550.0,Electric,5,15590.0,0.0,0.0,0,0,Unknown,3.0
GMC,Sierra Denali CarbonPro,6.2L V8 engine,"6,162 cc",420.0,200.0,65000.0,Petrol,5,624.0,6162.0,0.0,0,1,ICE,5.8
GMC,Yukon Denali Performance,6.2L V8 engine,"6,162 cc",420.0,210.0,76805.0,Petrol,8,624.0,6162.0,0.0,0,1,ICE,6.0
GMC,Sierra 2500HD Denali Black Edition,6.6L V8 engine,"6,600 cc",401.0,170.0,75000.0,Petrol,5,629.0,6600.0,0.0,0,1,ICE,7.5
GMC,Canyon AT4X,3.6L V6 engine,"3,564 cc",308.0,180.0,50000.0,Petrol,5,373.0,3564.0,0.0,0,1,ICE,6.9
GMC,Yukon XL SLT,5.3L V8 engine,"5,327 cc",355.0,210.0,65000.0,Petrol,8,519.0,5327.0,0.0,0,1,ICE,7.3
GMC,Sierra 1500 Pro,4.3L V6 engine,"4,300 cc",285.0,180.0,37700.0,Petrol,3,413.0,4300.0,0.0,0,1,ICE,7.5
GMC,Sierra 2500HD Pro,6.6L V8 engine,"6,600 cc",401.0,170.0,60000.0,Petrol,3,629.0,6600.0,0.0,0,1,ICE,7.7
GMC,Sierra 3500HD Pro,6.6L V8 engine,"6,600 cc",401.0,170.0,62000.0,Petrol,3,629.0,6600.0,0.0,0,1,ICE,7.8
GMC,Terrain SLT,1.5L Turbocharged I4 engine,"1,490 cc",170.0,200.0,31000.0,Petrol,5,275.0,1490.0,0.0,0,1,ICE,9.4
GMC,Acadia SLE,3.6L V6 engine,"3,564 cc",310.0,210.0,40000.0,Petrol,7,366.0,3564.0,0.0,0,1,ICE,6.6
GMC,Canyon SLT,2.5L I4 engine,"2,488 cc",200.0,175.0,38000.0,Petrol,5,259.0,2488.0,0.0,0,1,ICE,8.6
GMC,Yukon XL Elevation,5.3L V8 engine,"5,327 cc",355.0,210.0,75000.0,Petrol,8,519.0,5327.0,0.0,0,1,ICE,7.4
GMC,Sierra 1500 AT4X,6.2L V8 engine,"6,162 cc",420.0,200.0,82000.0,Petrol,5,624.0,6162.0,0.0,0,1,ICE,5.9
GMC,Hummer EV SUV Extreme Off-Road,"Electric motors with up to 11,500 lb-ft torque",200 kWh,830.0,170.0,110000.0,Electric,5,15590.0,0.0,0.0,0,0,Unknown,3.6
GMC,Sierra EV Denali,Electric motors with advanced AWD,200 kWh,754.0,170.0,108700.0,Electric,5,1064.0,0.0,0.0,0,0,Unknown,4.5
GMC,Hummer EV Omega Edition,"Electric motors with up to 11,500 lb-ft torque",200 kWh,1000.0,170.0,112700.0,Electric,5,15590.0,0.0,0.0,0,0,Unknown,3.0
GMC,Canyon AT4X Edition 1,3.6L V6 engine,"3,564 cc",308.0,180.0,55000.0,Petrol,5,373.0,3564.0,0.0,0,1,ICE,6.8
GMC,Yukon Denali Ultimate Black,6.2L V8 engine,"6,162 cc",420.0,210.0,90000.0,Petrol,8,624.0,6162.0,0.0,0,1,ICE,6.0
GMC,Sierra HD Denali Reserve,6.6L V8 engine,"6,600 cc",401.0,170.0,85000.0,Petrol,5,629.0,6600.0,0.0,0,1,ICE,7.5
GMC,Acadia Denali Ultimate,3.6L V6 engine,"3,564 cc",310.0,210.0,60000.0,Petrol,7,366.0,3564.0,0.0,0,1,ICE,6.5
GMC,Terrain All-Terrain Edition,1.5L Turbocharged I4 engine,"1,490 cc",170.0,200.0,35000.0,Petrol,5,275.0,1490.0,0.0,0,1,ICE,9.3
GMC,Yukon Trailering Edition,5.3L V8 engine,"5,327 cc",355.0,210.0,78000.0,Petrol,8,519.0,5327.0,0.0,0,1,ICE,7.5
GMC,Hummer EV Adventure Series,"Electric motors with up to 11,500 lb-ft torque",200 kWh,830.0,170.0,105000.0,Electric,5,15590.0,0.0,0.0,0,0,Unknown,3.6
Kia,Rio,1.6L 4-Cylinder,1591 cc,120.0,180.0,17000.0,Petrol,5,151.0,1591.0,0.0,0,1,ICE,10.3
Kia,Rio 5-Door,1.6L 4-Cylinder,1591 cc,120.0,180.0,18000.0,Petrol,5,151.0,1591.0,0.0,0,1,ICE,10.3
Kia,Seltos Nightfall Edition,1.6L Turbocharged 4-Cylinder,1591 cc,175.0,210.0,28000.0,Petrol,5,264.0,1591.0,0.0,0,1,ICE,7.5
Peugeot,508 PSE (Peugeot Sport Engineered),Hybrid I4 + Electric Motor,"1,599 cc (petrol) + Electric Motor",360.0,250.0,55000.0,Hybrid,5,520.0,1599.0,0.0,0,1,ICE,5.2
Kia,Sorento X-Line,2.5L Turbocharged 4-Cylinder,2500 cc,277.0,220.0,42000.0,Petrol,7,421.0,2500.0,0.0,0,1,ICE,7.0
Kia,Telluride SX,3.8L V6,3778 cc,291.0,240.0,50000.0,Petrol,7,355.0,3778.0,0.0,0,1,ICE,7.0
Kia,Forte LXS,2.0L 4-Cylinder,1999 cc,147.0,190.0,19000.0,Petrol,5,179.0,1999.0,0.0,0,1,ICE,9.2
Kia,K5 EX,1.6L Turbocharged 4-Cylinder,1591 cc,180.0,220.0,28500.0,Petrol,5,264.0,1591.0,0.0,0,1,ICE,7.8
Kia,Niro Plug-In Hybrid,1.6L 4-Cylinder Hybrid,1591 cc,139.0,180.0,33000.0,Hybrid,5,265.0,1591.0,0.0,0,1,ICE,10.5
Kia,EV6 Wind,Electric Motor,77.4 kWh,225.0,190.0,50000.0,Electric,5,350.0,0.0,0.0,0,0,Unknown,5.2
Kia,Soul Turbo,1.6L Turbocharged 4-Cylinder,1591 cc,201.0,200.0,28000.0,Petrol,5,264.0,1591.0,0.0,0,1,ICE,6.5
Kia,Seltos SX,1.6L Turbocharged 4-Cylinder,1591 cc,175.0,210.0,28500.0,Petrol,5,264.0,1591.0,0.0,0,1,ICE,7.5
Kia,Stinger Scorpion Edition,2.5L Turbocharged 4-Cylinder,2500 cc,300.0,270.0,55000.0,Petrol,5,422.0,2500.0,0.0,0,1,ICE,5.0
Kia,Sorento Hybrid SX Prestige,1.6L Hybrid Turbocharged 4-Cylinder,1591 cc,227.0,200.0,47000.0,Hybrid,7,352.0,1591.0,0.0,0,1,ICE,7.9
Kia,Carnival EX,3.5L V6,3500 cc,290.0,220.0,42500.0,Petrol,8,355.0,3500.0,0.0,0,1,ICE,8.0
Kia,Telluride Nightfall Edition,3.8L V6,3778 cc,291.0,240.0,51000.0,Petrol,7,355.0,3778.0,0.0,0,1,ICE,7.0
Peugeot,508 Plug-In Hybrid,Hybrid I4 + Electric Motor,"1,598 cc (petrol) + Electric Motor",225.0,210.0,44000.0,Hybrid,5,360.0,1598.0,0.0,0,1,ICE,7.5
Kia,EV6 First Edition,Electric Motor,77.4 kWh,320.0,230.0,58000.0,Electric,5,450.0,0.0,0.0,0,0,Unknown,5.0
Kia,Niro Touring,1.6L 4-Cylinder Hybrid,1591 cc,139.0,180.0,33000.0,Hybrid,5,265.0,1591.0,0.0,0,1,ICE,10.5
Kia,Forte GT-Line,1.6L Turbocharged 4-Cylinder,1591 cc,201.0,200.0,25000.0,Petrol,5,264.0,1591.0,0.0,0,1,ICE,6.5
Kia,Seltos EX,2.0L 4-Cylinder,1999 cc,146.0,190.0,23500.0,Petrol,5,179.0,1999.0,0.0,0,1,ICE,9.0
Peugeot,3008 Plug-In Hybrid,Hybrid I4 + Electric Motor,"1,598 cc (petrol) + Electric Motor",225.0,210.0,42000.0,Hybrid,5,360.0,1598.0,0.0,0,1,ICE,7.0
Kia,Sorento LX,2.5L 4-Cylinder,2500 cc,191.0,210.0,35500.0,Petrol,7,246.0,2500.0,0.0,0,1,ICE,8.5
Kia,Telluride EX,3.8L V6,3778 cc,291.0,240.0,44000.0,Petrol,7,355.0,3778.0,0.0,0,1,ICE,7.0
Kia,Soul EX,2.0L 4-Cylinder,1999 cc,147.0,190.0,22000.0,Petrol,5,179.0,1999.0,0.0,0,1,ICE,9.5
Kia,Forte FE,2.0L 4-Cylinder,1999 cc,147.0,190.0,18500.0,Petrol,5,179.0,1999.0,0.0,0,1,ICE,9.2
Kia,K5 GT-Line,1.6L Turbocharged 4-Cylinder,1591 cc,180.0,220.0,29000.0,Petrol,5,264.0,1591.0,0.0,0,1,ICE,7.8
Kia,Carnival LXS,3.5L V6,3500 cc,290.0,220.0,39500.0,Petrol,8,355.0,3500.0,0.0,0,1,ICE,8.0
Kia,EV6 Light,Electric Motor,77.4 kWh,225.0,190.0,46000.0,Electric,5,350.0,0.0,0.0,0,0,Unknown,5.2
Kia,Niro EX,1.6L 4-Cylinder Hybrid,1591 cc,139.0,180.0,30000.0,Hybrid,5,265.0,1591.0,0.0,0,1,ICE,10.5
Kia,Stinger GT,3.3L Turbocharged V6,3300 cc,365.0,270.0,51500.0,Petrol,5,510.0,3300.0,0.0,0,1,ICE,4.7
Kia,Sorento SX Prestige,2.5L Hybrid Turbocharged 4-Cylinder,1591 cc,227.0,200.0,48000.0,Hybrid,7,352.0,1591.0,0.0,0,1,ICE,7.9
Kia,Telluride SX Prestige,3.8L V6,3778 cc,291.0,240.0,52000.0,Petrol,7,355.0,3778.0,0.0,0,1,ICE,7.0
Peugeot,508 Hybrid4,Hybrid I4 + Electric Motor,"1,598 cc (petrol) + Electric Motor",300.0,235.0,47000.0,Hybrid,5,520.0,1598.0,0.0,0,1,ICE,6.0
Kia,EV6 GT Performance,Electric Motor,77.4 kWh,577.0,260.0,65000.0,Electric,5,740.0,0.0,0.0,0,0,Unknown,3.5
Kia,Niro SX Touring,1.6L 4-Cylinder Hybrid,1591 cc,139.0,180.0,34500.0,Hybrid,5,265.0,1591.0,0.0,0,1,ICE,10.5
Kia,Carnival SX Prestige,3.5L V6,3500 cc,290.0,220.0,47000.0,Petrol,8,355.0,3500.0,0.0,0,1,ICE,8.0
Kia,Seltos SX Turbo,1.6L Turbocharged 4-Cylinder,1591 cc,175.0,210.0,32000.0,Petrol,5,264.0,1591.0,0.0,0,1,ICE,7.5
Kia,Forte EX Premium,2.0L 4-Cylinder,1999 cc,147.0,190.0,22500.0,Petrol,5,179.0,1999.0,0.0,0,1,ICE,9.2
Kia,Soul EX Designer Edition,2.0L 4-Cylinder,1999 cc,147.0,190.0,23500.0,Petrol,5,179.0,1999.0,0.0,0,1,ICE,9.5
Kia,Rio S,1.6L 4-Cylinder,1591 cc,120.0,180.0,17500.0,Petrol,5,151.0,1591.0,0.0,0,1,ICE,10.3
Kia,Rio 5-Door S,1.6L 4-Cylinder,1591 cc,120.0,180.0,18000.0,Petrol,5,151.0,1591.0,0.0,0,1,ICE,10.3
Kia,Soul S,2.0L 4-Cylinder,1999 cc,147.0,190.0,20500.0,Petrol,5,179.0,1999.0,0.0,0,1,ICE,9.5
Kia,Seltos LX,2.0L 4-Cylinder,1999 cc,146.0,190.0,23000.0,Petrol,5,179.0,1999.0,0.0,0,1,ICE,9.2
Peugeot,3008 Hybrid4,Hybrid I4+ Electric Motor,"1,599 cc (Petrol) + Electric Motor",300.0,235.0,45000.0,Hybrid,5,520.0,1599.0,0.0,0,1,ICE,6.0
Kia,Sorento Hybrid EX,1.6L Hybrid Turbocharged 4-Cylinder,1591 cc,227.0,200.0,47000.0,Hybrid,7,352.0,1591.0,0.0,0,1,ICE,7.9
Kia,Telluride LX,3.8L V6,3778 cc,291.0,240.0,41500.0,Petrol,7,355.0,3778.0,0.0,0,1,ICE,7.0
Kia,Carnival MPV EX,3.5L V6,3500 cc,290.0,220.0,43500.0,Petrol,8,355.0,3500.0,0.0,0,1,ICE,8.0
Kia,EV6 AWD GT-Line,Electric Motor,77.4 kWh,320.0,230.0,60000.0,Electric,5,450.0,0.0,0.0,0,0,Unknown,5.0
Kia,Forte GT Turbo,1.6L Turbocharged 4-Cylinder,1591 cc,201.0,200.0,25500.0,Petrol,5,264.0,1591.0,0.0,0,1,ICE,6.5
Kia,Soul GT Designer Edition,2.0L 4-Cylinder,1999 cc,147.0,190.0,23000.0,Petrol,5,179.0,1999.0,0.0,0,1,ICE,9.5
Kia,Seltos X-Line Turbo,1.6L Turbocharged 4-Cylinder,1591 cc,175.0,210.0,30000.0,Petrol,5,264.0,1591.0,0.0,0,1,ICE,7.5
Peugeot,e-2008 GT,Electric Motor,50 kWh,136.0,200.0,40000.0,Electric,5,260.0,0.0,0.0,0,0,Unknown,8.5
Kia,Telluride Limited Edition,3.8L V6,3778 cc,291.0,240.0,53000.0,Petrol,7,355.0,3778.0,0.0,0,1,ICE,7.0
Kia,Stinger GT-Line,2.5L Turbocharged 4-Cylinder,2500 cc,300.0,270.0,50000.0,Petrol,5,422.0,2500.0,0.0,0,1,ICE,5.0
Kia,Carnival Special Edition,3.5L V6,3500 cc,290.0,220.0,45500.0,Petrol,8,355.0,3500.0,0.0,0,1,ICE,8.0
Kia,Niro SX Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,1591 cc,139.0,180.0,36000.0,Hybrid,5,265.0,1591.0,0.0,0,1,ICE,10.5
Kia,EV6 First Edition AWD,Electric Motor,77.4 kWh,320.0,230.0,62000.0,Electric,5,450.0,0.0,0.0,0,0,Unknown,5.0
Kia,Sorento X-Pro Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,1591 cc,227.0,200.0,49000.0,Hybrid,7,352.0,1591.0,0.0,0,1,ICE,7.8
Kia,Forte Limited Edition,2.0L 4-Cylinder,1999 cc,147.0,190.0,22500.0,Petrol,5,179.0,1999.0,0.0,0,1,ICE,9.2
Bugatti,Chiron,8.0L Quad-Turbo W16,7993 cc,1500.0,420.0,3000000.0,Petrol,2,1600.0,7993.0,0.0,0,1,ICE,2.5
Bugatti,Chiron Pur Sport,8.0L Quad-Turbo W16,7993 cc,1500.0,350.0,3300000.0,Petrol,2,1600.0,7993.0,0.0,0,1,ICE,2.3
Bugatti,Chiron Super Sport,8.0L Quad-Turbo W16,7993 cc,1600.0,490.0,3500000.0,Petrol,2,1600.0,7993.0,0.0,0,1,ICE,2.4
Bugatti,Chiron Sport,8.0L Quad-Turbo W16,7993 cc,1500.0,420.0,3300000.0,Petrol,2,1600.0,7993.0,0.0,0,1,ICE,2.4
Bugatti,Chiron Noire,8.0L Quad-Turbo W16,7993 cc,1500.0,420.0,3300000.0,Petrol,2,1600.0,7993.0,0.0,0,1,ICE,2.5
